Longitude,Latitude,Steering
35.1872177,32.9069748,-4.2
35.1872177,32.9069748,-3.5
35.1872177,32.9069748,-2.1
35.1872177,32.9069748,-0.7
35.1872177,32.9069748,0.7
35.1872177,32.9069748,2.1
35.1872177,32.9069748,3.5
35.1872177,32.9069748,4.9
35.1872177,32.9069748,6.3
35.1872177,32.9069748,7.7
35.1872177,32.9069748,9.1
35.1872406,32.9069748,10.5
35.1872406,32.9069748,9.6
35.1872406,32.9069748,8.7
35.1872406,32.9069748,7.8
35.1872406,32.9069748,7
35.1872406,32.9069748,6.1
35.1872406,32.9069748,5.2
35.1872406,32.9069748,4.3
35.1872406,32.9069748,3.4
35.1872406,32.9069748,2.5
35.1872406,32.9069748,1.6
35.1872406,32.9069748,2.7
35.1872406,32.9069748,3.8
35.1872406,32.9069748,4.9
35.1872406,32.9069748,6
35.1872406,32.9069748,7.1
35.1872406,32.9069748,8.1
35.1872406,32.9069748,9.2
35.1872406,32.9069748,10.3
35.1872406,32.9069748,11.4
35.1872635,32.9069748,12.5
35.1872635,32.9069748,11
35.1872635,32.9069748,9.6
35.1872635,32.9069748,8.2
35.1872635,32.9069748,6.7
35.1872635,32.9069748,5.3
35.1872635,32.9069748,3.8
35.1872635,32.9069748,2.4
35.1872635,32.9069748,0.9
35.1872635,32.9069748,-0.5
35.1872635,32.9069748,-2
35.1872635,32.9069748,-2.1
35.1872635,32.9069748,-2.2
35.1872635,32.9069748,-2.3
35.1872635,32.9069748,-2.4
35.1872635,32.9069748,-2.5
35.1872635,32.9069748,-2.6
35.1872635,32.9069748,-2.8
35.1872635,32.9069748,-2.9
35.1872635,32.9069748,-3
35.1872902,32.9069748,-3.1
35.1872902,32.9069748,-3.2
35.1872902,32.9069748,-3.4
35.1872902,32.9069748,-3.5
35.1872902,32.9069748,-3.7
35.1872902,32.9069748,-3.8
35.1872902,32.9069748,-4
35.1872902,32.9069748,-4.1
35.1872902,32.9069748,-4.2
35.1872902,32.9069748,-4.4
35.1872902,32.9069748,-4.5
35.1872902,32.9069748,-5.2
35.1872902,32.9069748,-5.8
35.1872902,32.9069748,-6.5
35.1872902,32.9069748,-7.1
35.1872902,32.9069748,-7.8
35.1872902,32.9069748,-8.4
35.1872902,32.9069748,-9.1
35.1872902,32.9069748,-9.7
35.1872902,32.9069748,-10.4
35.1873169,32.9069672,-11
35.1873169,32.9069672,-10.4
35.1873169,32.9069672,-9.8
35.1873169,32.9069672,-9.2
35.1873169,32.9069672,-8.6
35.1873169,32.9069672,-8
35.1873169,32.9069672,-7.4
35.1873169,32.9069672,-6.8
35.1873169,32.9069672,-6.2
35.1873169,32.9069672,-5.6
35.1873169,32.9069672,-5
35.1873169,32.9069672,-4.8
35.1873169,32.9069672,-4.6
35.1873169,32.9069672,-4.4
35.1873169,32.9069672,-4.2
35.1873169,32.9069672,-4
35.1873169,32.9069672,-3.9
35.1873169,32.9069672,-3.7
35.1873169,32.9069672,-3.5
35.1873169,32.9069672,-3.3
35.1873398,32.9069595,-3.1
35.1873398,32.9069595,-2
35.1873398,32.9069595,-0.9
35.1873398,32.9069595,0.2
35.1873398,32.9069595,1.3
35.1873398,32.9069595,2.4
35.1873398,32.9069595,3.5
35.1873398,32.9069595,4.6
35.1873398,32.9069595,5.7
35.1873398,32.9069595,6.9
35.1873398,32.9069595,8
35.1873398,32.9069595,8.6
35.1873398,32.9069595,9.2
35.1873398,32.9069595,9.9
35.1873398,32.9069595,10.5
35.1873398,32.9069595,11.1
35.1873398,32.9069595,11.8
35.1873398,32.9069595,12.4
35.1873398,32.9069595,13
35.1873398,32.9069595,13.7
35.1873665,32.9069519,14.3
35.1873665,32.9069519,14.6
35.1873665,32.9069519,15
35.1873665,32.9069519,15.3
35.1873665,32.9069519,15.6
35.1873665,32.9069519,16
35.1873665,32.9069519,16.3
35.1873665,32.9069519,16.7
35.1873665,32.9069519,17
35.1873665,32.9069519,17.4
35.1873665,32.9069519,17.7
35.1873665,32.9069519,20.3
35.1873665,32.9069519,22.9
35.1873665,32.9069519,25.4
35.1873665,32.9069519,28
35.1873665,32.9069519,30.6
35.1873665,32.9069519,33.2
35.1873665,32.9069519,35.8
35.1873665,32.9069519,38.3
35.1873665,32.9069519,40.9
35.1873856,32.9069366,43.5
35.1873856,32.9069366,43.9
35.1873856,32.9069366,44.3
35.1873856,32.9069366,44.8
35.1873856,32.9069366,45.2
35.1873856,32.9069366,45.6
35.1873856,32.9069366,46
35.1873856,32.9069366,46.5
35.1873856,32.9069366,46.9
35.1873856,32.9069366,47.3
35.1873856,32.9069366,47.7
35.1873856,32.9069366,47.5
35.1873856,32.9069366,47.3
35.1873856,32.9069366,47.1
35.1873856,32.9069366,46.8
35.1873856,32.9069366,46.6
35.1873856,32.9069366,46.4
35.1873856,32.9069366,46.2
35.1873856,32.9069366,45.9
35.1873856,32.9069366,45.7
35.1874008,32.9069252,45.5
35.1874008,32.9069252,45.6
35.1874008,32.9069252,45.8
35.1874008,32.9069252,46
35.1874008,32.9069252,46.1
35.1874008,32.9069252,46.3
35.1874008,32.9069252,46.4
35.1874008,32.9069252,46.6
35.1874008,32.9069252,46.8
35.1874008,32.9069252,46.9
35.1874008,32.9069252,47.1
35.1874008,32.9069252,44.3
35.1874008,32.9069252,41.5
35.1874008,32.9069252,38.7
35.1874008,32.9069252,35.9
35.1874008,32.9069252,33.1
35.1874008,32.9069252,30.3
35.1874008,32.9069252,27.5
35.1874008,32.9069252,24.7
35.1874008,32.9069252,21.9
35.1874084,32.9069099,19.1
35.1874084,32.9069099,15.7
35.1874084,32.9069099,12.2
35.1874084,32.9069099,8.8
35.1874084,32.9069099,5.3
35.1874084,32.9069099,1.9
35.1874084,32.9069099,-1.5
35.1874084,32.9069099,-5
35.1874084,32.9069099,-8.4
35.1874084,32.9069099,-11.9
35.1874084,32.9069099,-15.3
35.1874084,32.9069099,-16.4
35.1874084,32.9069099,-17.5
35.1874084,32.9069099,-18.6
35.1874084,32.9069099,-19.7
35.1874084,32.9069099,-20.8
35.1874084,32.9069099,-21.9
35.1874084,32.9069099,-23
35.1874084,32.9069099,-24.1
35.1874084,32.9069099,-25.2
35.1874161,32.9068947,-26.3
35.1874161,32.9068947,-29.5
35.1874161,32.9068947,-32.7
35.1874161,32.9068947,-35.9
35.1874161,32.9068947,-39.1
35.1874161,32.9068947,-42.3
35.1874161,32.9068947,-45.5
35.1874161,32.9068947,-48.7
35.1874161,32.9068947,-51.9
35.1874161,32.9068947,-55.1
35.1874161,32.9068947,-58.3
35.1874161,32.9068947,-59.4
35.1874161,32.9068947,-60.4
35.1874161,32.9068947,-61.5
35.1874161,32.9068947,-62.6
35.1874161,32.9068947,-63.6
35.1874161,32.9068947,-64.7
35.1874161,32.9068947,-65.8
35.1874161,32.9068947,-66.8
35.1874161,32.9068947,-67.9
35.1874199,32.9068756,-69
35.1874199,32.9068756,-69.2
35.1874199,32.9068756,-69.5
35.1874199,32.9068756,-69.8
35.1874199,32.9068756,-70
35.1874199,32.9068756,-70.3
35.1874199,32.9068756,-70.6
35.1874199,32.9068756,-70.8
35.1874199,32.9068756,-71.1
35.1874199,32.9068756,-71.4
35.1874199,32.9068756,-71.6
35.1874199,32.9068756,-71.9
35.1874199,32.9068756,-72.1
35.1874199,32.9068756,-72.4
35.1874199,32.9068756,-72.6
35.1874199,32.9068756,-72.9
35.1874199,32.9068756,-73.2
35.1874199,32.9068756,-73.4
35.1874199,32.9068756,-73.7
35.1874199,32.9068756,-73.9
35.1874313,32.9068604,-74.2
35.1874313,32.9068604,-74.2
35.1874313,32.9068604,-74.3
35.1874313,32.9068604,-74.4
35.1874313,32.9068604,-74.4
35.1874313,32.9068604,-74.5
35.1874313,32.9068604,-74.6
35.1874313,32.9068604,-74.6
35.1874313,32.9068604,-74.7
35.1874313,32.9068604,-74.8
35.1874313,32.9068604,-74.8
35.1874313,32.9068604,-73.8
35.1874313,32.9068604,-72.7
35.1874313,32.9068604,-71.7
35.1874313,32.9068604,-70.6
35.1874313,32.9068604,-69.6
35.1874313,32.9068604,-68.5
35.1874313,32.9068604,-67.5
35.1874313,32.9068604,-66.4
35.1874313,32.9068604,-65.4
35.1874466,32.9068451,-64.3
35.1874466,32.9068451,-62.4
35.1874466,32.9068451,-60.4
35.1874466,32.9068451,-58.5
35.1874466,32.9068451,-56.5
35.1874466,32.9068451,-54.6
35.1874466,32.9068451,-52.6
35.1874466,32.9068451,-50.6
35.1874466,32.9068451,-48.7
35.1874466,32.9068451,-46.7
35.1874466,32.9068451,-44.8
35.1874466,32.9068451,-40.5
35.1874466,32.9068451,-36.3
35.1874466,32.9068451,-32
35.1874466,32.9068451,-27.8
35.1874466,32.9068451,-23.5
35.1874466,32.9068451,-19.3
35.1874466,32.9068451,-15
35.1874466,32.9068451,-10.8
35.1874466,32.9068451,-6.5
35.1874657,32.9068336,-2.2
35.1874657,32.9068336,-3.3
35.1874657,32.9068336,-4.3
35.1874657,32.9068336,-5.3
35.1874657,32.9068336,-6.3
35.1874657,32.9068336,-7.4
35.1874657,32.9068336,-8.4
35.1874657,32.9068336,-9.4
35.1874657,32.9068336,-10.4
35.1874657,32.9068336,-11.4
35.1874657,32.9068336,-12.5
35.1874657,32.9068336,-11.3
35.1874657,32.9068336,-10.1
35.1874657,32.9068336,-8.9
35.1874657,32.9068336,-7.7
35.1874657,32.9068336,-6.6
35.1874657,32.9068336,-5.4
35.1874657,32.9068336,-4.2
35.1874657,32.9068336,-3
35.1874657,32.9068336,-1.8
35.1874886,32.9068222,-0.6
35.1874886,32.9068222,-1.2
35.1874886,32.9068222,-1.7
35.1874886,32.9068222,-2.2
35.1874886,32.9068222,-2.7
35.1874886,32.9068222,-3.2
35.1874886,32.9068222,-3.8
35.1874886,32.9068222,-4.3
35.1874886,32.9068222,-4.8
35.1874886,32.9068222,-5.3
35.1874886,32.9068222,-5.8
35.1874886,32.9068222,-6.7
35.1874886,32.9068222,-7.6
35.1874886,32.9068222,-8.4
35.1874886,32.9068222,-9.3
35.1874886,32.9068222,-10.2
35.1874886,32.9068222,-11.1
35.1874886,32.9068222,-11.9
35.1874886,32.9068222,-12.8
35.1874886,32.9068222,-13.7
35.1875114,32.9068108,-14.5
35.1875114,32.9068108,-14.7
35.1875114,32.9068108,-14.9
35.1875114,32.9068108,-15.1
35.1875114,32.9068108,-15.3
35.1875114,32.9068108,-15.4
35.1875114,32.9068108,-15.6
35.1875114,32.9068108,-15.8
35.1875114,32.9068108,-16
35.1875114,32.9068108,-16.2
35.1875114,32.9068108,-16.3
35.1875114,32.9068108,-16.7
35.1875114,32.9068108,-17
35.1875114,32.9068108,-17.4
35.1875114,32.9068108,-17.7
35.1875114,32.9068108,-18.1
35.1875114,32.9068108,-18.4
35.1875114,32.9068108,-18.8
35.1875114,32.9068108,-19.1
35.1875114,32.9068108,-19.5
35.1875381,32.9067955,-19.8
35.1875381,32.9067955,-20.5
35.1875381,32.9067955,-21.1
35.1875381,32.9067955,-21.7
35.1875381,32.9067955,-22.4
35.1875381,32.9067955,-23
35.1875381,32.9067955,-23.6
35.1875381,32.9067955,-24.3
35.1875381,32.9067955,-24.9
35.1875381,32.9067955,-25.5
35.1875381,32.9067955,-26.2
35.1875381,32.9067955,-25.5
35.1875381,32.9067955,-24.9
35.1875381,32.9067955,-24.2
35.1875381,32.9067955,-23.6
35.1875381,32.9067955,-22.9
35.1875381,32.9067955,-22.3
35.1875381,32.9067955,-21.7
35.1875381,32.9067955,-21
35.1875381,32.9067955,-20.4
35.187561,32.9067764,-19.7
35.187561,32.9067764,-20.1
35.187561,32.9067764,-20.4
35.187561,32.9067764,-20.7
35.187561,32.9067764,-21
35.187561,32.9067764,-21.3
35.187561,32.9067764,-21.7
35.187561,32.9067764,-22
35.187561,32.9067764,-22.3
35.187561,32.9067764,-22.6
35.187561,32.9067764,-22.9
35.187561,32.9067764,-24
35.187561,32.9067764,-25.1
35.187561,32.9067764,-26.2
35.187561,32.9067764,-27.3
35.187561,32.9067764,-28.4
35.187561,32.9067764,-29.5
35.187561,32.9067764,-30.6
35.187561,32.9067764,-31.6
35.187561,32.9067764,-32.7
35.1875916,32.9067574,-33.8
35.1875916,32.9067574,-34.4
35.1875916,32.9067574,-35
35.1875916,32.9067574,-35.6
35.1875916,32.9067574,-36.2
35.1875916,32.9067574,-36.8
35.1875916,32.9067574,-37.4
35.1875916,32.9067574,-38
35.1875916,32.9067574,-38.7
35.1875916,32.9067574,-39.3
35.1875916,32.9067574,-39.9
35.1875916,32.9067574,-38.9
35.1875916,32.9067574,-38
35.1875916,32.9067574,-37
35.1875916,32.9067574,-36.1
35.1875916,32.9067574,-35.1
35.1875916,32.9067574,-34.2
35.1875916,32.9067574,-33.2
35.1875916,32.9067574,-32.3
35.1875916,32.9067574,-31.4
35.1876183,32.9067383,-30.4
35.1876183,32.9067383,-30.3
35.1876183,32.9067383,-30.1
35.1876183,32.9067383,-30
35.1876183,32.9067383,-29.8
35.1876183,32.9067383,-29.7
35.1876183,32.9067383,-29.5
35.1876183,32.9067383,-29.4
35.1876183,32.9067383,-29.2
35.1876183,32.9067383,-29.1
35.1876183,32.9067383,-28.9
35.1876183,32.9067383,-28.9
35.1876183,32.9067383,-28.8
35.1876183,32.9067383,-28.8
35.1876183,32.9067383,-28.8
35.1876183,32.9067383,-28.8
35.1876183,32.9067383,-28.7
35.1876183,32.9067383,-28.7
35.1876183,32.9067383,-28.7
35.1876183,32.9067383,-28.6
35.1876488,32.906723,-28.6
35.1876488,32.906723,-29.5
35.1876488,32.906723,-30.3
35.1876488,32.906723,-31.1
35.1876488,32.906723,-32
35.1876488,32.906723,-32.8
35.1876488,32.906723,-33.7
35.1876488,32.906723,-34.5
35.1876488,32.906723,-35.3
35.1876488,32.906723,-36.2
35.1876488,32.906723,-37
35.1876488,32.906723,-37.6
35.1876488,32.906723,-38.2
35.1876488,32.906723,-38.7
35.1876488,32.906723,-39.3
35.1876488,32.906723,-39.9
35.1876488,32.906723,-40.4
35.1876488,32.906723,-41
35.1876488,32.906723,-41.6
35.1876488,32.906723,-42.1
35.1876755,32.9067078,-42.7
35.1876755,32.9067078,-44.1
35.1876755,32.9067078,-45.5
35.1876755,32.9067078,-47
35.1876755,32.9067078,-48.4
35.1876755,32.9067078,-49.8
35.1876755,32.9067078,-51.2
35.1876755,32.9067078,-52.6
35.1876755,32.9067078,-54
35.1876755,32.9067078,-55.5
35.1876755,32.9067078,-56.9
35.1876755,32.9067078,-58.2
35.1876755,32.9067078,-59.5
35.1876755,32.9067078,-60.9
35.1876755,32.9067078,-62.2
35.1876755,32.9067078,-63.5
35.1876755,32.9067078,-64.9
35.1876755,32.9067078,-66.2
35.1876755,32.9067078,-67.5
35.1876755,32.9067078,-68.9
35.1876984,32.9066963,-70.2
35.1876984,32.9066963,-69.3
35.1876984,32.9066963,-68.3
35.1876984,32.9066963,-67.4
35.1876984,32.9066963,-66.5
35.1876984,32.9066963,-65.5
35.1876984,32.9066963,-64.6
35.1876984,32.9066963,-63.7
35.1876984,32.9066963,-62.7
35.1876984,32.9066963,-61.8
35.1876984,32.9066963,-60.8
35.1876984,32.9066963,-60.1
35.1876984,32.9066963,-59.3
35.1876984,32.9066963,-58.5
35.1876984,32.9066963,-57.7
35.1876984,32.9066963,-56.9
35.1876984,32.9066963,-56.1
35.1876984,32.9066963,-55.4
35.1876984,32.9066963,-54.6
35.1876984,32.9066963,-53.8
35.1877289,32.9066887,-53
35.1877289,32.9066887,-50.3
35.1877289,32.9066887,-47.7
35.1877289,32.9066887,-45
35.1877289,32.9066887,-42.4
35.1877289,32.9066887,-39.7
35.1877289,32.9066887,-37.1
35.1877289,32.9066887,-34.4
35.1877289,32.9066887,-31.8
35.1877289,32.9066887,-29.1
35.1877289,32.9066887,-26.4
35.1877289,32.9066887,-24.8
35.1877289,32.9066887,-23.2
35.1877289,32.9066887,-21.6
35.1877289,32.9066887,-20
35.1877289,32.9066887,-18.4
35.1877289,32.9066887,-16.7
35.1877289,32.9066887,-15.1
35.1877289,32.9066887,-13.5
35.1877289,32.9066887,-11.9
35.1877556,32.9066849,-10.3
35.1877556,32.9066849,-9.3
35.1877556,32.9066849,-8.2
35.1877556,32.9066849,-7.2
35.1877556,32.9066849,-6.2
35.1877556,32.9066849,-5.2
35.1877556,32.9066849,-4.2
35.1877556,32.9066849,-3.1
35.1877556,32.9066849,-2.1
35.1877556,32.9066849,-1.1
35.1877556,32.9066849,-0.1
35.1877556,32.9066849,0.3
35.1877556,32.9066849,0.6
35.1877556,32.9066849,0.9
35.1877556,32.9066849,1.3
35.1877556,32.9066849,1.6
35.1877556,32.9066849,2
35.1877556,32.9066849,2.3
35.1877556,32.9066849,2.6
35.1877556,32.9066849,3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,3.3
35.1877861,32.9066811,4.7
35.1877861,32.9066811,6
35.1877861,32.9066811,7.4
35.1877861,32.9066811,8.7
35.1877861,32.9066811,10
35.1877861,32.9066811,11.4
35.1877861,32.9066811,12.7
35.1877861,32.9066811,14.1
35.1877861,32.9066811,15.4
35.1878166,32.9066772,16.7
35.1878166,32.9066772,14.9
35.1878166,32.9066772,13.1
35.1878166,32.9066772,11.2
35.1878166,32.9066772,9.4
35.1878166,32.9066772,7.5
35.1878166,32.9066772,5.7
35.1878166,32.9066772,3.8
35.1878166,32.9066772,2
35.1878166,32.9066772,0.2
35.1878166,32.9066772,-1.7
35.1878166,32.9066772,-3.2
35.1878166,32.9066772,-4.7
35.1878166,32.9066772,-6.1
35.1878166,32.9066772,-7.6
35.1878166,32.9066772,-9.1
35.1878166,32.9066772,-10.6
35.1878166,32.9066772,-12.1
35.1878166,32.9066772,-13.6
35.1878166,32.9066772,-15
35.1878433,32.9066658,-16.5
35.1878433,32.9066658,-16.8
35.1878433,32.9066658,-17.1
35.1878433,32.9066658,-17.5
35.1878433,32.9066658,-17.8
35.1878433,32.9066658,-18.1
35.1878433,32.9066658,-18.4
35.1878433,32.9066658,-18.7
35.1878433,32.9066658,-19
35.1878433,32.9066658,-19.3
35.1878433,32.9066658,-19.6
35.1878433,32.9066658,-20.2
35.1878433,32.9066658,-20.7
35.1878433,32.9066658,-21.3
35.1878433,32.9066658,-21.8
35.1878433,32.9066658,-22.4
35.1878433,32.9066658,-22.9
35.1878433,32.9066658,-23.5
35.1878433,32.9066658,-24
35.1878433,32.9066658,-24.6
35.1878738,32.9066544,-25.1
35.1878738,32.9066544,-27.7
35.1878738,32.9066544,-30.2
35.1878738,32.9066544,-32.8
35.1878738,32.9066544,-35.3
35.1878738,32.9066544,-37.9
35.1878738,32.9066544,-40.4
35.1878738,32.9066544,-43
35.1878738,32.9066544,-45.5
35.1878738,32.9066544,-48.1
35.1878738,32.9066544,-50.6
35.1878738,32.9066544,-50.3
35.1878738,32.9066544,-49.9
35.1878738,32.9066544,-49.5
35.1878738,32.9066544,-49.1
35.1878738,32.9066544,-48.7
35.1878738,32.9066544,-48.4
35.1878738,32.9066544,-48
35.1878738,32.9066544,-47.6
35.1878738,32.9066544,-47.2
35.1879005,32.9066391,-46.9
35.1879005,32.9066391,-47
35.1879005,32.9066391,-47.2
35.1879005,32.9066391,-47.4
35.1879005,32.9066391,-47.6
35.1879005,32.9066391,-47.8
35.1879005,32.9066391,-47.9
35.1879005,32.9066391,-48.1
35.1879005,32.9066391,-48.3
35.1879005,32.9066391,-48.5
35.1879005,32.9066391,-48.7
35.1879005,32.9066391,-49.9
35.1879005,32.9066391,-51.2
35.1879005,32.9066391,-52.5
35.1879005,32.9066391,-53.8
35.1879005,32.9066391,-55
35.1879005,32.9066391,-56.3
35.1879005,32.9066391,-57.6
35.1879005,32.9066391,-58.9
35.1879005,32.9066391,-60.1
35.1879272,32.9066315,-61.4
35.1879272,32.9066315,-63.1
35.1879272,32.9066315,-64.8
35.1879272,32.9066315,-66.5
35.1879272,32.9066315,-68.2
35.1879272,32.9066315,-69.9
35.1879272,32.9066315,-71.6
35.1879272,32.9066315,-73.3
35.1879272,32.9066315,-74.9
35.1879272,32.9066315,-76.6
35.1879272,32.9066315,-78.3
35.1879272,32.9066315,-77.5
35.1879272,32.9066315,-76.7
35.1879272,32.9066315,-75.9
35.1879272,32.9066315,-75
35.1879272,32.9066315,-74.2
35.1879272,32.9066315,-73.4
35.1879272,32.9066315,-72.6
35.1879272,32.9066315,-71.8
35.1879272,32.9066315,-70.9
35.1879578,32.9066238,-70.1
35.1879578,32.9066238,-69.3
35.1879578,32.9066238,-68.4
35.1879578,32.9066238,-67.6
35.1879578,32.9066238,-66.7
35.1879578,32.9066238,-65.9
35.1879578,32.9066238,-65
35.1879578,32.9066238,-64.2
35.1879578,32.9066238,-63.3
35.1879578,32.9066238,-62.5
35.1879578,32.9066238,-61.6
35.1879578,32.9066238,-61
35.1879578,32.9066238,-60.3
35.1879578,32.9066238,-59.7
35.1879578,32.9066238,-59
35.1879578,32.9066238,-58.4
35.1879578,32.9066238,-57.7
35.1879578,32.9066238,-57.1
35.1879578,32.9066238,-56.5
35.1879578,32.9066238,-55.8
35.1879921,32.9066238,-55.2
35.1879921,32.9066238,-52.1
35.1879921,32.9066238,-49.1
35.1879921,32.9066238,-46
35.1879921,32.9066238,-42.9
35.1879921,32.9066238,-39.9
35.1879921,32.9066238,-36.8
35.1879921,32.9066238,-33.7
35.1879921,32.9066238,-30.7
35.1879921,32.9066238,-27.6
35.1879921,32.9066238,-24.6
35.1879921,32.9066238,-23.9
35.1879921,32.9066238,-23.3
35.1879921,32.9066238,-22.7
35.1879921,32.9066238,-22.1
35.1879921,32.9066238,-21.5
35.1879921,32.9066238,-20.9
35.1879921,32.9066238,-20.3
35.1879921,32.9066238,-19.6
35.1879921,32.9066238,-19
35.1880226,32.9066277,-18.4
35.1880226,32.9066277,-18
35.1880226,32.9066277,-17.5
35.1880226,32.9066277,-17.1
35.1880226,32.9066277,-16.6
35.1880226,32.9066277,-16.2
35.1880226,32.9066277,-15.7
35.1880226,32.9066277,-15.3
35.1880226,32.9066277,-14.9
35.1880226,32.9066277,-14.4
35.1880226,32.9066277,-14
35.1880226,32.9066277,-13.9
35.1880226,32.9066277,-13.9
35.1880226,32.9066277,-13.9
35.1880226,32.9066277,-13.9
35.1880226,32.9066277,-13.8
35.1880226,32.9066277,-13.8
35.1880226,32.9066277,-13.8
35.1880226,32.9066277,-13.7
35.1880226,32.9066277,-13.7
35.1880531,32.9066353,-13.7
35.1880531,32.9066353,-14.9
35.1880531,32.9066353,-16.1
35.1880531,32.9066353,-17.3
35.1880531,32.9066353,-18.5
35.1880531,32.9066353,-19.7
35.1880531,32.9066353,-20.9
35.1880531,32.9066353,-22.1
35.1880531,32.9066353,-23.3
35.1880531,32.9066353,-24.5
35.1880531,32.9066353,-25.7
35.1880531,32.9066353,-25.3
35.1880531,32.9066353,-24.9
35.1880531,32.9066353,-24.5
35.1880531,32.9066353,-24.1
35.1880531,32.9066353,-23.8
35.1880531,32.9066353,-23.4
35.1880531,32.9066353,-23
35.1880531,32.9066353,-22.6
35.1880531,32.9066353,-22.2
35.1880836,32.9066429,-21.8
35.1880836,32.9066429,-19.9
35.1880836,32.9066429,-18
35.1880836,32.9066429,-16.1
35.1880836,32.9066429,-14.3
35.1880836,32.9066429,-12.4
35.1880836,32.9066429,-10.5
35.1880836,32.9066429,-8.6
35.1880836,32.9066429,-6.7
35.1880836,32.9066429,-4.8
35.1880836,32.9066429,-2.9
35.1880836,32.9066429,-0.9
35.1880836,32.9066429,1.2
35.1880836,32.9066429,3.2
35.1880836,32.9066429,5.2
35.1880836,32.9066429,7.2
35.1880836,32.9066429,9.3
35.1880836,32.9066429,11.3
35.1880836,32.9066429,13.3
35.1880836,32.9066429,15.4
35.1881142,32.9066505,17.4
35.1881142,32.9066505,17.4
35.1881142,32.9066505,17.3
35.1881142,32.9066505,17.2
35.1881142,32.9066505,17.2
35.1881142,32.9066505,17.1
35.1881142,32.9066505,17.1
35.1881142,32.9066505,17
35.1881142,32.9066505,17
35.1881142,32.9066505,16.9
35.1881142,32.9066505,16.8
35.1881142,32.9066505,17.4
35.1881142,32.9066505,18
35.1881142,32.9066505,18.6
35.1881142,32.9066505,19.2
35.1881142,32.9066505,19.8
35.1881142,32.9066505,20.4
35.1881142,32.9066505,21
35.1881142,32.9066505,21.6
35.1881142,32.9066505,22.2
35.1881371,32.9066544,22.8
35.1881371,32.9066544,22
35.1881371,32.9066544,21.1
35.1881371,32.9066544,20.3
35.1881371,32.9066544,19.5
35.1881371,32.9066544,18.6
35.1881371,32.9066544,17.8
35.1881371,32.9066544,17
35.1881371,32.9066544,16.1
35.1881371,32.9066544,15.3
35.1881371,32.9066544,14.5
35.1881371,32.9066544,14.3
35.1881371,32.9066544,14.2
35.1881371,32.9066544,14.1
35.1881371,32.9066544,13.9
35.1881371,32.9066544,13.8
35.1881371,32.9066544,13.6
35.1881371,32.9066544,13.5
35.1881371,32.9066544,13.3
35.1881371,32.9066544,13.2
35.1881676,32.9066544,13.1
35.1881676,32.9066544,11.9
35.1881676,32.9066544,10.6
35.1881676,32.9066544,9.4
35.1881676,32.9066544,8.2
35.1881676,32.9066544,7
35.1881676,32.9066544,5.8
35.1881676,32.9066544,4.6
35.1881676,32.9066544,3.4
35.1881676,32.9066544,2.2
35.1881676,32.9066544,1
35.1881676,32.9066544,0.7
35.1881676,32.9066544,0.5
35.1881676,32.9066544,0.2
35.1881676,32.9066544,-0.1
35.1881676,32.9066544,-0.3
35.1881676,32.9066544,-0.6
35.1881676,32.9066544,-0.8
35.1881676,32.9066544,-1.1
35.1881676,32.9066544,-1.3
35.1881943,32.9066467,-1.6
35.1881943,32.9066467,-2
35.1881943,32.9066467,-2.3
35.1881943,32.9066467,-2.7
35.1881943,32.9066467,-3.1
35.1881943,32.9066467,-3.5
35.1881943,32.9066467,-3.9
35.1881943,32.9066467,-4.2
35.1881943,32.9066467,-4.6
35.1881943,32.9066467,-5
35.1881943,32.9066467,-5.4
35.1881943,32.9066467,-2.7
35.1881943,32.9066467,0.1
35.1881943,32.9066467,2.8
35.1881943,32.9066467,5.5
35.1881943,32.9066467,8.2
35.1881943,32.9066467,10.9
35.1881943,32.9066467,13.6
35.1881943,32.9066467,16.3
35.1881943,32.9066467,19
35.1882248,32.9066391,21.8
35.1882248,32.9066391,22.6
35.1882248,32.9066391,23.4
35.1882248,32.9066391,24.3
35.1882248,32.9066391,25.1
35.1882248,32.9066391,25.9
35.1882248,32.9066391,26.7
35.1882248,32.9066391,27.6
35.1882248,32.9066391,28.4
35.1882248,32.9066391,29.2
35.1882248,32.9066391,30.1
35.1882248,32.9066391,30.7
35.1882248,32.9066391,31.4
35.1882248,32.9066391,32.1
35.1882248,32.9066391,32.8
35.1882248,32.9066391,33.4
35.1882248,32.9066391,34.1
35.1882248,32.9066391,34.8
35.1882248,32.9066391,35.4
35.1882248,32.9066391,36.1
35.1882515,32.9066277,36.8
35.1882515,32.9066277,36.4
35.1882515,32.9066277,36
35.1882515,32.9066277,35.6
35.1882515,32.9066277,35.3
35.1882515,32.9066277,34.9
35.1882515,32.9066277,34.5
35.1882515,32.9066277,34.1
35.1882515,32.9066277,33.8
35.1882515,32.9066277,33.4
35.1882515,32.9066277,33
35.1882515,32.9066277,33.6
35.1882515,32.9066277,34.2
35.1882515,32.9066277,34.8
35.1882515,32.9066277,35.4
35.1882515,32.9066277,36
35.1882515,32.9066277,36.6
35.1882515,32.9066277,37.2
35.1882515,32.9066277,37.8
